Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var2
0.0263570185298623,0.0520833685938652,0.0520833685938652,0.139131126532758,-0.54435861487943,0.133778980232493,0.690984308466677,0.107755220854233,-0.15818059484918,a
0.244120173204956,0.388770780669161,0.388770780669161,0.651087779601795,-0.790000646913728,0.764370027444985,0.344417975932722,0.423255299036542,-0.0118415183904933,b
0.0303924652058969,0.0435895323318962,0.0435895323318962,0.1633233806901,-0.533723749326749,0.118805644902528,0.670537247342682,0.0720779559225114,-0.430397367754999,a
0.0239744754656729,0.0382787251001087,0.0382787251001087,0.137474567015847,-0.559030909302426,0.0784247812667294,0.712129725890018,0.0861411723678331,-0.790996854322594,a
0.0297286532827951,0.0463340857079904,0.0463340857079904,0.163922993096794,-0.491529118225068,0.130922207151342,0.814763042444004,0.119922705100695,0.0672313510405378,a
0.0300518805037584,0.0475178669080802,0.0475178669080802,0.156726063227583,-0.58515830730152,0.0718524226306923,0.575530557836259,0.0881885040623409,-0.0209305799320364,a
0.0323948297761329,0.0542171139969451,0.0542171139969451,0.170672782958806,-0.5687237528075,0.179942724554751,0.695649595732207,0.143170587832215,0.132756587343899,a
0.0455085744713117,0.0770752832382859,0.0770752832382859,0.242993578710562,-0.617568973322794,0.324644573309554,0.599399539247487,0.250950388069939,-0.466087216709779,a
0.0842911347381711,0.108275163769964,0.108275163769964,0.324630155109461,-0.729077960120116,0.396575096602825,0.455109979710479,0.194717603975453,-0.0190577413409735,b
0.0382008820452546,0.065331303117207,0.065331303117207,0.191203807800237,-0.549464281402532,0.236948622552992,0.707472150522166,0.0810513962798214,0.0897571961068543,a
0.0317686378557909,0.0585700974386471,0.0585700974386471,0.165877401413183,-0.533114612369688,0.174544989409651,0.714762318554822,0.127203437698536,-0.219393689720351,a
0.0334978341272706,0.0576610429654056,0.0576610429654056,0.172220110431739,-0.761372717184969,0.170799004054201,0.452654890477787,0.0901064278931131,0.0506955889020718,b
0.0290987849630399,0.0470998377847625,0.0470998377847625,0.148023786488196,-0.593654610377167,0.142327261817237,0.695694207035118,0.0917483124346518,-0.108527235480271,a
0.0197773467685246,0.0365696300175315,0.0365696300175315,0.115574292083305,-0.591131417936064,-0.00987050394003089,0.670622395993508,0.180891126162255,-0.103759858848934,a
0.029499049177794,0.0483337160584846,0.0483337160584846,0.153025630737894,-0.662798787164895,0.151922220665108,0.521677514699696,0.105007642635278,-0.259965831435079,a
0.0269637974186067,0.0381472377705545,0.0381472377705545,0.139983426677829,-0.655968543850134,0.0818246746946127,0.557698421940326,0.125917966843381,-0.082793385640766,a
0.0327845337821921,0.0518380027391846,0.0518380027391846,0.169080138586562,-0.648166005581349,0.0884346187656068,0.551083226950271,0.113482755923959,0.491053928060602,a
0.0333854640845933,0.052133259162964,0.052133259162964,0.182528238064502,-0.625671162033837,0.153057297181852,0.600353951848809,0.135597818449625,0.0742102114539471,a
0.0238459834610985,0.0496610012425051,0.0496610012425051,0.13191735021138,-0.54545604599777,0.0599391894017624,0.713428636862396,0.0816896170002421,0.140154982649607,a
0.034207520034458,0.0565957159811084,0.0565957159811084,0.164577759120122,-0.718543893289872,0.189854851325271,0.40972810891436,0.11660370609315,-0.175963283270916,a
0.0474384108376862,0.0785211519089782,0.0785211519089782,0.203046295601403,-0.753419242104164,0.193405859971464,0.427707465892083,0.158687725355923,0.075036793310648,b
0.0253432536725163,0.039563077821316,0.039563077821316,0.144796063413886,-0.495108869707999,0.10124221710536,0.727374729709099,0.102580470171627,-0.273606892769763,a
0.0850510698150719,0.121179685504568,0.121179685504568,0.272781607658885,-0.734237827278895,0.334510281838727,0.469837590288184,0.127621653235428,-0.17345638727699,b
0.0600574676222024,0.113308063802864,0.113308063802864,0.257413785621018,-0.673400813336741,0.352486022507454,0.545408289142436,0.284958366988465,-0.140526181751298,b
0.070259848494071,0.0973182828610217,0.0973182828610217,0.246330577714638,-0.637833806928654,0.244398925901415,0.558919285067272,0.134524399949411,0.0467627098043982,b
0.0297994376210714,0.0493254532275184,0.0493254532275184,0.154937713392109,-0.537311458688929,0.112917039247931,0.697265992220287,0.0848086015121479,0.571368212212506,a
0.0260022995235053,0.041671738608548,0.041671738608548,0.139119176136831,-0.592159672046786,0.10699025864768,0.688125722707571,0.160082082908437,-0.482367935784792,a
0.0842504059822452,0.139518338261811,0.139518338261811,0.296765155516906,-0.756651310157753,0.355019719848423,0.467364529391705,0.159129184161574,-0.137088523472033,b
0.0308261902969577,0.0513003699601078,0.0513003699601078,0.159276917281883,-0.552793697100934,0.135245845623905,0.672515113090768,0.188160031578109,-0.0516799544419134,a
0.0260671428500056,0.045241825113286,0.045241825113286,0.139893693198741,-0.508927074285765,0.103233454273569,0.779231644593175,0.135342743550404,-0.370832470490784,a
0.074808792682115,0.100508778013463,0.100508778013463,0.294431208723471,-0.761781292506583,0.435638309304724,0.384878228459858,0.181687027364921,0.0698934619901243,b
0.0395225547646638,0.0736761233668334,0.0736761233668334,0.21353208603316,-0.643683072296295,0.226988087544434,0.522525909072487,0.125381176086916,-0.622817008352315,a
0.0260204431659942,0.0520671980808369,0.0520671980808369,0.147811050369211,-0.579481583865971,0.0826512622694266,0.722811441000253,0.101138036710591,0.12680020331708,a
0.0318542054679758,0.0504658078069385,0.0504658078069385,0.172243305383362,-0.498740207432087,0.192847354246912,0.753428609093597,0.121271623265868,-0.159779507707278,a
0.0282236646954377,0.0440894048168324,0.0440894048168324,0.154463540256537,-0.480692454482085,0.133224147659334,0.793453451856004,0.0905526039262701,0.328254888619353,a
0.0228277201355527,0.0429674131890986,0.0429674131890986,0.126932941002966,-0.535779070920797,0.0781200556071647,0.8140721034116,0.120199865595724,0.212207343208745,a
0.0240378525649299,0.0320774925043638,0.0320774925043638,0.127828901183452,-0.417169457813885,0.0742471535925998,0.799008695014713,0.0840413254651668,0.131985900557694,a
