Xaux_1,Xaux_2,Xaux_3,Xaux_4,Xaux_5,Xaux_6,Xaux_7,Xaux_8,Xaux_9,Var2
0.0072171,0.096596,-0.9257,0.00073876,0.010756,0.056435,-0.81146,0.0018473,0.0027495,c
0.071268,0.27436,-0.58959,0.014829,0.11969,0.21251,-0.50029,0.02777,0.040539,d
0.19532,0.48387,-0.43783,0.099942,0.5288,0.32344,-0.34217,0.2654,0.083023,d
0.016543,0.14079,-0.59113,0.0053057,0.054953,0.096584,-0.55038,0.010055,0.0070539,c
0.095894,0.30598,-0.58609,0.016563,0.11978,0.27616,-0.49045,0.02695,0.06207,d
0.090951,0.33002,-0.75385,0.029024,0.13877,0.23538,-0.58214,0.042586,0.042644,b
0.21933,0.49663,-0.43256,0.066905,0.39602,0.366,-0.38133,0.15033,0.10947,d
0.010327,0.11699,-0.66066,0.0044973,0.047289,0.06857,-0.56198,0.0083138,0.0038235,c
0.039837,0.23019,-0.83842,0.019384,0.094544,0.11006,-0.78092,0.038712,0.011723,b
0.023319,0.16698,-0.62615,0.0086489,0.095147,0.11599,-0.51004,0.02115,0.01002,d
0.12137,0.37193,-0.5656,0.055294,0.27492,0.29732,-0.40549,0.085069,0.067699,d
0.1815,0.51329,-0.55347,0.098504,0.34814,0.27999,-0.37571,0.12354,0.036078,d
0.076973,0.31061,-0.51275,0.035678,0.20398,0.18995,-0.44222,0.057458,0.028533,c
0.075264,0.3003,-0.5878,0.087967,0.3009,0.2199,-0.42956,0.10753,0.03437,d
0.013662,0.12782,-0.70319,0.0037305,0.03861,0.099185,-0.62531,0.0070065,0.0060359,c
0.037649,0.17741,-0.59354,0.0031615,0.048164,0.16267,-0.56583,0.0085461,0.029671,d
0.19009,0.43429,-0.6273,0.098523,0.29728,0.38723,-0.40416,0.10724,0.12002,b
0.029617,0.18772,-0.58809,0.0078036,0.084955,0.13524,-0.52252,0.017895,0.012954,c
0.058535,0.27244,-0.54587,0.036739,0.16803,0.20313,-0.47707,0.044585,0.021038,c
0.13791,0.42071,-0.51173,0.11074,0.46675,0.28988,-0.33056,0.18076,0.049904,d
0.2081,0.36496,-0.56317,0.049904,0.2698,0.38496,-0.38218,0.080675,0.20479,d
0.08234,0.30745,-0.5596,0.071682,0.28583,0.19702,-0.40541,0.085253,0.039598,d
0.001028,0.039904,-0.92138,0.001153,0.015581,0.020055,-0.86387,0.0036909,0.00018653,c
0.24348,0.52406,-0.51715,0.045592,0.29446,0.4057,-0.40701,0.094302,0.12141,d
0.068335,0.28936,-0.73215,0.015542,0.12993,0.21718,-0.52636,0.035147,0.027247,b
0.11652,0.36895,-0.47529,0.045056,0.31361,0.24565,-0.40497,0.11739,0.054298,d
0.27074,0.44356,-0.52905,0.051671,0.30284,0.51192,-0.41256,0.099916,0.24315,d
0.034884,0.21817,-0.52144,0.051707,0.27349,0.13057,-0.42486,0.086983,0.009186,d
0.021439,0.14543,-0.60997,0.0050038,0.05685,0.1122,-0.5791,0.010822,0.013748,c
0.0064916,0.087968,-0.7624,0.0056042,0.050806,0.054899,-0.65621,0.011877,0.0029505,c
0.02271,0.16346,-0.67733,0.0048455,0.037668,0.096233,-0.63184,0.0064219,0.01027,c
0.30803,0.56609,-0.68711,0.032532,0.24608,0.43875,-0.49454,0.085015,0.17998,b
0.16583,0.43172,-0.53093,0.068658,0.27306,0.34356,-0.39505,0.0864,0.083154,c
0.3051,0.57691,-0.70013,0.02568,0.19063,0.45785,-0.47885,0.065379,0.1721,b
0.039149,0.22254,-0.49728,0.012706,0.11879,0.16097,-0.54231,0.029558,0.014443,d
0.071209,0.28105,-0.45704,0.027938,0.22186,0.19916,-0.42906,0.063382,0.036729,d
0.14541,0.42788,-0.65654,0.032936,0.18998,0.29257,-0.48508,0.060173,0.053461,b
0.059713,0.25222,-0.58584,0.022219,0.18288,0.198,-0.45328,0.049682,0.033332,c
0.092294,0.32802,-0.70699,0.055534,0.22462,0.23971,-0.47273,0.090779,0.045655,b
0.044698,0.23129,-0.51853,0.022572,0.17873,0.1656,-0.48906,0.049813,0.019117,d
0.095086,0.30676,-0.7047,0.030721,0.16934,0.27012,-0.46975,0.045273,0.060771,b
0.16353,0.47047,-0.62691,0.079975,0.20782,0.29158,-0.52335,0.11495,0.054768,b
0.40992,0.56072,-0.65135,0.04587,0.25859,0.64846,-0.42879,0.083151,0.351,b
0.20878,0.49726,-0.47846,0.10163,0.4579,0.39444,-0.35792,0.19999,0.092146,d
0.28254,0.50255,-0.4814,0.10288,0.47154,0.45703,-0.34295,0.17728,0.20651,d
0.014187,0.13695,-0.56099,0.015472,0.12097,0.081215,-0.5159,0.0309,0.0048056,d
0.31382,0.57753,-0.50984,0.11694,0.46338,0.52447,-0.33259,0.19814,0.1764,d
0.1728,0.47281,-0.69285,0.16076,0.38396,0.26144,-0.42312,0.22233,0.057071,b
0.074388,0.3087,-0.5624,0.033237,0.20958,0.20259,-0.49124,0.066622,0.025931,d
0.1147,0.3924,-0.4904,0.083022,0.38829,0.24926,-0.38697,0.1475,0.032335,d
0.15335,0.44064,-0.6732,0.073816,0.25857,0.29029,-0.47473,0.09553,0.055933,b
0.045361,0.23976,-0.5423,0.019865,0.12866,0.17525,-0.48529,0.029741,0.016366,c
0.027771,0.16526,-0.62878,0.0089075,0.077467,0.1399,-0.50422,0.015003,0.017946,c
0.0045222,0.078976,-0.66136,0.001832,0.022285,0.047986,-0.67861,0.0035798,0.001174,d
0.16286,0.3627,-0.64407,0.022003,0.18205,0.32957,-0.47812,0.052736,0.13296,d
0.32152,0.58863,-0.50304,0.058889,0.35888,0.44119,-0.36661,0.11987,0.17584,d
0.02782,0.17931,-0.49877,0.013239,0.13283,0.11026,-0.48224,0.032163,0.013132,d
0.29259,0.56997,-0.68035,0.086174,0.30245,0.37822,-0.46356,0.12613,0.15108,b
0.11624,0.34695,-0.75573,0.023513,0.21895,0.2516,-0.54776,0.097332,0.068827,b
0.085049,0.32244,-0.77629,0.04361,0.16002,0.21941,-0.53931,0.063657,0.034599,b
0.12869,0.3869,-0.54905,0.057755,0.32195,0.27395,-0.37131,0.10345,0.060559,d
0.05859,0.28236,-0.61937,0.01452,0.11574,0.1896,-0.50134,0.027035,0.017312,d
0.083143,0.32008,-0.55949,0.022101,0.16751,0.245,-0.42764,0.040878,0.035785,d
0.03705,0.19189,-0.51459,0.028689,0.19358,0.15167,-0.44831,0.052762,0.023417,d
0.067246,0.27665,-0.50511,0.027807,0.17989,0.21394,-0.4706,0.048031,0.034854,d
0.012679,0.12484,-0.70071,0.0020071,0.026132,0.090008,-0.64736,0.0042002,0.005035,d
0.045223,0.24939,-0.54126,0.027674,0.14433,0.18141,-0.48543,0.038036,0.012626,c
0.16513,0.42699,-0.50418,0.12653,0.4917,0.35817,-0.32325,0.21123,0.085818,d
0.056142,0.26739,-0.53388,0.026091,0.18105,0.18484,-0.45752,0.049755,0.020215,c
0.012072,0.12521,-0.62799,0.0028564,0.046296,0.08425,-0.61522,0.0089161,0.0040117,c
0.013802,0.13016,-0.69054,0.0042867,0.037211,0.097153,-0.61823,0.0065933,0.0059942,d
0.20504,0.48721,-0.68015,0.12133,0.34125,0.32584,-0.47733,0.1475,0.096629,b
0.083236,0.30289,-0.7284,0.010796,0.091314,0.24874,-0.54298,0.021598,0.04434,b
0.30228,0.53721,-0.62884,0.029847,0.18511,0.48746,-0.45119,0.051375,0.20238,d
0.32325,0.5719,-0.52689,0.13259,0.52313,0.53425,-0.29666,0.20334,0.20228,d
0.064941,0.27508,-0.60177,0.029912,0.16511,0.15487,-0.47823,0.042792,0.029791,d
0.048174,0.2618,-0.72913,0.02668,0.13763,0.12624,-0.54319,0.045006,0.01001,b
0.12534,0.38004,-0.55537,0.070961,0.32747,0.2694,-0.37171,0.11232,0.059255,d
0.084615,0.35465,-0.53057,0.0421,0.24862,0.20095,-0.40644,0.073409,0.015863,d
0.04729,0.23131,-0.56507,0.029921,0.20459,0.17194,-0.4677,0.055518,0.02328,d
0.057159,0.24486,-0.68531,0.0066668,0.065356,0.18345,-0.57585,0.013787,0.033289,c
0.021059,0.15279,-0.68455,0.0016261,0.031698,0.12888,-0.63181,0.0056065,0.010849,c
0.096719,0.32095,-0.503,0.03078,0.22224,0.26192,-0.45874,0.067518,0.054895,d
0.06123,0.28185,-0.55818,0.10816,0.41255,0.16456,-0.34104,0.15348,0.022427,d
0.21471,0.4901,-0.50163,0.13647,0.49404,0.38124,-0.34204,0.22724,0.1087,d
0.062054,0.28015,-0.7146,0.02209,0.11271,0.17011,-0.5622,0.030487,0.025817,b
0.30052,0.58671,-0.60943,0.073028,0.23397,0.40729,-0.46923,0.099914,0.14397,b
0.26177,0.54825,-0.47038,0.16054,0.60685,0.43932,-0.2868,0.26836,0.12992,d
0.11699,0.37888,-0.69629,0.098886,0.29688,0.24512,-0.48972,0.13597,0.046766,b
0.1582,0.42543,-0.4798,0.10169,0.4549,0.33897,-0.34677,0.18576,0.083465,d
0.20247,0.39403,-0.60888,0.047115,0.27605,0.39974,-0.38819,0.081747,0.1734,d
0.22048,0.50981,-0.52141,0.062845,0.32122,0.39185,-0.40251,0.11465,0.09824,d
0.26178,0.41762,-0.59695,0.023203,0.15668,0.46114,-0.49084,0.039265,0.25097,d
0.067768,0.32626,-0.57646,0.023896,0.15775,0.19172,-0.50987,0.041163,0.011496,d
0.36883,0.68208,-0.67946,0.16154,0.38156,0.44549,-0.45647,0.22785,0.13647,b
0.013155,0.12913,-0.59625,0.0026833,0.037815,0.08602,-0.59241,0.0063886,0.0050941,c
0.047365,0.24118,-0.71153,0.035684,0.15334,0.17076,-0.56372,0.05682,0.018846,b
0.25037,0.46208,-0.60559,0.046854,0.23804,0.44588,-0.41837,0.070534,0.19293,b
0.25476,0.50513,-0.41069,0.030123,0.27537,0.39343,-0.42313,0.095658,0.15879,d
0.03336,0.22069,-0.80116,0.027354,0.091144,0.11807,-0.69538,0.034376,0.0057561,b
0.054501,0.27254,-0.49893,0.22503,0.5905,0.12733,-0.30034,0.27411,0.022439,d
0.050212,0.25427,-0.7433,0.04683,0.18999,0.15986,-0.53992,0.058623,0.018086,b
0.04276,0.2147,-0.48971,0.019394,0.14617,0.1657,-0.46051,0.035548,0.023525,d
0.08842,0.32353,-0.65083,0.022839,0.13056,0.22409,-0.53828,0.038483,0.038902,c
0.2334,0.47549,-0.73987,0.027885,0.15469,0.41819,-0.52908,0.042121,0.15318,b
0.31705,0.57078,-0.46597,0.059688,0.30516,0.47703,-0.41516,0.10148,0.18928,d
0.012037,0.12883,-0.79965,0.0059114,0.037115,0.05229,-0.73101,0.010073,0.0029489,c
0.2386,0.58866,-0.65117,0.037264,0.21779,0.37201,-0.46948,0.074127,0.057417,b
0.1264,0.37114,-0.56318,0.051482,0.20448,0.28749,-0.48238,0.072853,0.067755,d
0.013682,0.12478,-0.75721,0.0017213,0.025364,0.089165,-0.66365,0.004359,0.0066589,c
0.083802,0.33398,-0.55979,0.058812,0.2681,0.18683,-0.42567,0.086541,0.02706,d
0.10895,0.34851,-0.60087,0.066774,0.23044,0.24126,-0.43767,0.075614,0.05639,d
0.13293,0.36701,-0.7743,0.0091014,0.080003,0.33317,-0.53764,0.016969,0.081178,b
0.058982,0.26482,-0.6987,0.0049713,0.083267,0.14085,-0.66521,0.020702,0.025689,b
0.02808,0.18714,-0.58316,0.027887,0.19981,0.10914,-0.44646,0.056888,0.010715,d
0.11082,0.35483,-0.69264,0.033638,0.14818,0.27577,-0.53193,0.047707,0.054916,b
0.32538,0.56122,-0.55914,0.07884,0.35169,0.53116,-0.38334,0.1216,0.21515,b
0.23514,0.5677,-0.47487,0.089244,0.44414,0.3129,-0.37805,0.20504,0.063322,d
0.25907,0.53942,-0.59289,0.034289,0.20027,0.42811,-0.43267,0.054136,0.12993,b
0.13206,0.39582,-0.53332,0.054179,0.28132,0.28794,-0.4115,0.094543,0.05776,d
0.068981,0.29166,-0.58992,0.029496,0.19647,0.21548,-0.44974,0.052876,0.031771,d
0.17178,0.39512,-0.73968,0.049683,0.2149,0.34416,-0.48439,0.067933,0.12284,b
0.11094,0.34527,-0.5544,0.10926,0.32423,0.27437,-0.43264,0.11679,0.062147,d
0.088212,0.31674,-0.52758,0.038645,0.235,0.25,-0.42789,0.070455,0.043075,c
0.13111,0.36758,-0.51821,0.066975,0.30755,0.31107,-0.42263,0.10893,0.077757,d
0.030951,0.19825,-0.54709,0.034493,0.18744,0.13604,-0.46808,0.052243,0.013621,d
0.027604,0.18775,-0.59066,0.0082109,0.087893,0.13792,-0.53344,0.019002,0.0099327,c
0.15678,0.44427,-0.49242,0.099726,0.36726,0.3098,-0.40749,0.16007,0.067709,d
0.020225,0.16118,-0.58656,0.0080024,0.071988,0.089518,-0.56572,0.014306,0.0069931,c
0.12911,0.42603,-0.45644,0.065044,0.37335,0.2681,-0.36679,0.12926,0.030121,d
0.085406,0.32821,-0.51802,0.037502,0.25505,0.23035,-0.4076,0.075097,0.032682,d
0.013138,0.11533,-0.70683,0.0011086,0.018486,0.10409,-0.67078,0.0028081,0.0080307,d
0.12644,0.41195,-0.62946,0.050102,0.23866,0.23601,-0.43184,0.073768,0.035624,d
0.02318,0.16973,-0.61785,0.018209,0.10881,0.12093,-0.51803,0.024806,0.0089166,d
0.036749,0.21611,-0.60461,0.02841,0.1735,0.15014,-0.45215,0.045124,0.012968,d
0.25079,0.43352,-0.63181,0.046604,0.28605,0.47352,-0.38678,0.083294,0.22121,d
0.035233,0.20413,-0.66394,0.02274,0.13737,0.14315,-0.4792,0.032687,0.015639,d
0.027273,0.16551,-0.66847,0.01178,0.09783,0.15357,-0.50376,0.021562,0.017234,d
0.16248,0.43809,-0.51309,0.068699,0.33779,0.33306,-0.37411,0.12868,0.073547,d
0.098252,0.30539,-0.68885,0.028006,0.159,0.25771,-0.53503,0.051789,0.066249,b
0.12003,0.32467,-0.59488,0.063217,0.24383,0.31757,-0.42973,0.090074,0.08956,d
0.017401,0.13755,-0.63142,0.0060039,0.050733,0.099622,-0.5624,0.0093004,0.0093542,d
0.11849,0.37076,-0.47391,0.056903,0.33504,0.26215,-0.39394,0.11705,0.059121,d
0.021593,0.15274,-0.59792,0.009886,0.10125,0.10413,-0.55811,0.021786,0.011727,d
0.022602,0.1473,-0.71207,0.0028177,0.026908,0.13883,-0.65859,0.0045281,0.015081,d
0.17132,0.46849,-0.68677,0.043101,0.22319,0.30857,-0.50591,0.085768,0.060662,b
0.18525,0.49264,-0.69623,0.063654,0.25189,0.27597,-0.49086,0.10634,0.061,b
0.026165,0.19345,-0.73686,0.012598,0.096758,0.10872,-0.64617,0.025415,0.0067901,b
0.15573,0.41574,-0.54195,0.051468,0.24335,0.33885,-0.41743,0.074782,0.080328,d
0.026987,0.17604,-0.62745,0.0043811,0.05842,0.12134,-0.61591,0.011724,0.013345,c
0.12743,0.37986,-0.60881,0.062488,0.24735,0.2616,-0.46076,0.092106,0.07096,b
0.17266,0.49804,-0.46854,0.084693,0.44147,0.29088,-0.35009,0.16734,0.035742,d
0.58052,0.80456,-0.42632,0.20178,0.59396,0.53542,-0.29432,0.29472,0.29537,d
0.5643,0.63632,-0.62098,0.06016,0.31517,0.72294,-0.38946,0.11526,0.51113,d
0.069767,0.30504,-0.51129,0.030245,0.20422,0.1858,-0.45201,0.056462,0.021588,d
0.0059876,0.090522,-0.95633,0.0028242,0.028033,0.032282,-0.92741,0.0084378,0.0015325,c
0.22217,0.47327,-0.57859,0.047121,0.25934,0.41223,-0.43482,0.081296,0.14429,d
0.090778,0.33083,-0.56551,0.07155,0.297,0.24603,-0.41439,0.096422,0.039094,d
0.036172,0.20299,-0.69884,0.010828,0.06741,0.13831,-0.5746,0.016669,0.018104,c
0.089987,0.32648,-0.45227,0.20554,0.58615,0.23303,-0.30545,0.30195,0.039819,d
0.17926,0.47442,-0.5482,0.10341,0.4544,0.33692,-0.34258,0.17575,0.066132,d
0.15629,0.45728,-0.43009,0.072347,0.41742,0.31862,-0.40903,0.20189,0.050423,d
0.04053,0.21124,-0.5757,0.019816,0.12461,0.16544,-0.52288,0.031645,0.021545,c
0.016874,0.13835,-0.7259,0.0038541,0.038396,0.093174,-0.65252,0.0079033,0.0082617,c
0.035106,0.18868,-0.55494,0.0094289,0.097936,0.14108,-0.52258,0.021618,0.021399,d
0.1299,0.40647,-0.47971,0.031633,0.2752,0.28607,-0.40683,0.085714,0.045713,d
0.028834,0.19144,-0.69649,0.0053774,0.047789,0.15027,-0.5868,0.0090764,0.01133,d
0.048248,0.23565,-0.57445,0.013983,0.10653,0.16014,-0.50528,0.023568,0.022902,d
0.036465,0.21342,-0.57277,0.017006,0.12509,0.13128,-0.50488,0.029568,0.013797,d
0.18457,0.49441,-0.33812,0.13206,0.55269,0.24334,-0.31507,0.25556,0.099572,d
0.24744,0.55905,-0.54639,0.14803,0.46846,0.40125,-0.34624,0.21102,0.093453,d
0.0090374,0.11059,-0.57551,0.0041693,0.059717,0.063456,-0.57209,0.01136,0.0026526,c
0.040503,0.19049,-0.68795,0.060305,0.21876,0.15498,-0.44668,0.06738,0.029722,b
0.43343,0.6694,-0.60697,0.1967,0.50384,0.48058,-0.32707,0.25132,0.25558,b
0.12658,0.40589,-0.48855,0.49683,0.65946,0.20147,-0.2684,0.53215,0.045666,d
0.019649,0.16389,-0.64625,0.0086526,0.083261,0.096535,-0.55719,0.01915,0.0050712,d
0.016465,0.13529,-0.69904,0.0047277,0.046607,0.11258,-0.58999,0.0085638,0.0084709,d
0.027344,0.16942,-0.61997,0.0041366,0.04216,0.14739,-0.57057,0.0071847,0.015764,d
0.028945,0.18469,-0.60476,0.017492,0.12933,0.1299,-0.47846,0.029755,0.012921,d
0.079939,0.28942,-0.64098,0.01958,0.14358,0.26197,-0.51165,0.042104,0.046933,b
0.11222,0.38086,-0.53127,0.11266,0.38898,0.25463,-0.39882,0.14096,0.038275,d
0.15157,0.39926,-0.52326,0.09932,0.43886,0.34405,-0.34345,0.18198,0.087106,d
0.031843,0.21149,-0.58034,0.017722,0.11932,0.14454,-0.52182,0.029741,0.0091245,c
0.09278,0.33395,-0.54626,0.057427,0.26899,0.2368,-0.42691,0.082544,0.040314,d
0.056436,0.28001,-0.5462,0.083556,0.33029,0.16488,-0.38742,0.12076,0.019287,d
0.02645,0.18108,-0.5678,0.017405,0.1318,0.1196,-0.50715,0.033238,0.010157,d
0.24416,0.4062,-0.62079,0.047472,0.22511,0.45439,-0.41354,0.063284,0.2317,b
0.04182,0.2204,-0.56666,0.024406,0.16858,0.17377,-0.46886,0.042654,0.020056,d
0.24812,0.44587,-0.56608,0.043202,0.23824,0.45737,-0.48032,0.081205,0.20703,d
0.15582,0.39866,-0.57082,0.047392,0.28872,0.35781,-0.4048,0.092831,0.094828,d
0.0486,0.23526,-0.59043,0.0085386,0.086894,0.18308,-0.5474,0.019142,0.023983,c
0.035119,0.18015,-0.5949,0.023121,0.15049,0.1717,-0.50833,0.037822,0.024583,c
0.0075659,0.098171,-0.65514,0.0053211,0.054685,0.070708,-0.59653,0.010491,0.0026917,d
0.27253,0.58982,-0.58217,0.11872,0.39812,0.41197,-0.39294,0.16927,0.096455,d
0.099496,0.35276,-0.42721,0.07021,0.45329,0.18074,-0.36513,0.18141,0.038159,d
0.04346,0.2284,-0.57499,0.028785,0.18072,0.17699,-0.48114,0.051474,0.018429,c
0.092084,0.34111,-0.54794,0.15917,0.41665,0.21892,-0.37013,0.18831,0.033229,d
0.24608,0.54668,-0.43943,0.31405,0.72292,0.36981,-0.27983,0.44127,0.10124,d
0.02846,0.18472,-0.54425,0.014739,0.12865,0.14516,-0.48834,0.029455,0.012158,d
0.07951,0.30116,-0.56333,0.016157,0.12135,0.2323,-0.49477,0.028249,0.038881,d
0.023953,0.17838,-0.64662,0.010669,0.076161,0.12811,-0.56119,0.016078,0.0070824,d
0.12742,0.40482,-0.57045,0.056052,0.25532,0.28228,-0.44759,0.084772,0.043094,d
0.1577,0.42034,-0.42911,0.19465,0.63574,0.2718,-0.28154,0.3429,0.079429,d
0.045535,0.26146,-0.68417,0.034837,0.11477,0.12909,-0.56335,0.076065,0.0088242,c
0.23329,0.54126,-0.50311,0.083898,0.37524,0.38066,-0.36811,0.13583,0.10193,d
0.0601,0.28629,-0.45682,0.078055,0.46829,0.1688,-0.35675,0.19078,0.01957,d
0.24073,0.50035,-0.54364,0.070541,0.31264,0.37828,-0.38157,0.10166,0.14099,d
0.20178,0.48257,-0.62726,0.055918,0.26307,0.41419,-0.44927,0.087077,0.096841,b
0.038414,0.2252,-0.58517,0.011643,0.096752,0.14039,-0.50376,0.021165,0.012125,c
0.016218,0.13902,-0.67598,0.0043354,0.042983,0.087331,-0.62108,0.0078253,0.0070746,d
0.10426,0.36391,-0.48391,0.042223,0.23684,0.23737,-0.42194,0.083563,0.036968,d
0.013976,0.12713,-0.66529,0.002754,0.031132,0.10104,-0.63549,0.0053782,0.0065311,c
0.30564,0.57883,-0.47653,0.20757,0.50015,0.48524,-0.34155,0.26319,0.16145,d
0.038785,0.21586,-0.46736,0.021158,0.20688,0.15653,-0.43574,0.056239,0.016561,c
0.056311,0.22792,-0.59937,0.0094395,0.08053,0.20557,-0.5318,0.016849,0.04192,d
0.018527,0.1477,-0.59768,0.0059793,0.058648,0.10382,-0.59806,0.01193,0.0086093,d
0.069279,0.29354,-0.52871,0.08615,0.36075,0.19414,-0.36684,0.12732,0.031895,d
0.37594,0.58277,-0.63403,0.090111,0.30033,0.55397,-0.4413,0.12684,0.27864,b
0.084694,0.29579,-0.58831,0.019501,0.11344,0.25456,-0.51301,0.029939,0.050874,d
0.35063,0.61034,-0.61314,0.09474,0.33837,0.55657,-0.43574,0.15501,0.2008,b
0.010773,0.10313,-0.68576,0.011573,0.078269,0.073332,-0.54848,0.016309,0.0068737,c
0.29302,0.5125,-0.63542,0.11238,0.35285,0.46995,-0.45183,0.15581,0.21342,b
0.32511,0.54703,-0.61587,0.089661,0.38192,0.44177,-0.38561,0.15299,0.23146,b
0.043591,0.22173,-0.54753,0.012654,0.12438,0.14962,-0.49538,0.028923,0.021612,c
0.037573,0.22907,-0.47982,0.02687,0.15818,0.13237,-0.49195,0.043294,0.011287,d
0.01291,0.12326,-0.68153,0.0031579,0.037127,0.083708,-0.59585,0.006474,0.0058217,d
0.35887,0.65544,-0.60794,0.13479,0.46855,0.46649,-0.38421,0.19741,0.15317,b
0.085784,0.30669,-0.61975,0.031305,0.18876,0.24074,-0.42203,0.047254,0.045549,d
0.098156,0.3646,-0.68,0.03874,0.19584,0.20037,-0.49739,0.067376,0.026475,b
0.12711,0.36409,-0.61467,0.039281,0.19111,0.27314,-0.44924,0.052781,0.075467,d
0.15,0.39673,-0.66108,0.082875,0.28251,0.30819,-0.43415,0.13334,0.11434,b
0.17795,0.47693,-0.76201,0.034809,0.16156,0.32832,-0.59987,0.054844,0.06678,b
0.072148,0.28264,-0.56696,0.023964,0.22092,0.22324,-0.41609,0.060455,0.03811,d
0.035123,0.20453,-0.64981,0.0067975,0.077632,0.16265,-0.55714,0.017563,0.015486,d
0.011065,0.11254,-0.66146,0.0042497,0.042895,0.08304,-0.613,0.0081791,0.0060329,c
0.19595,0.50362,-0.53521,0.06911,0.35322,0.3437,-0.40768,0.14058,0.066798,d
0.028204,0.17958,-0.57031,0.016853,0.12555,0.14509,-0.50439,0.02956,0.014948,d
0.085531,0.33118,-0.68665,0.031231,0.17965,0.20021,-0.47498,0.05321,0.029435,b
0.11301,0.32344,-0.55799,0.088026,0.37997,0.25785,-0.33742,0.13246,0.079225,d
0.3058,0.60821,-0.52361,0.079138,0.32397,0.38931,-0.40067,0.13058,0.12714,d
0.051595,0.246,-0.56561,0.019335,0.12767,0.15999,-0.53811,0.0349,0.023271,c
0.22432,0.51675,-0.59081,0.06205,0.33002,0.42769,-0.40021,0.11337,0.097723,d
0.022963,0.15366,-0.63437,0.0055502,0.050301,0.11752,-0.63268,0.011096,0.013754,c
0.021997,0.16692,-0.53881,0.012365,0.098566,0.10756,-0.52736,0.021558,0.0078583,c
0.058836,0.24802,-0.69326,0.0094243,0.083028,0.18549,-0.53612,0.01779,0.034398,c
0.12803,0.42782,-0.52639,0.10123,0.35835,0.23533,-0.40395,0.18332,0.027529,d
0.035466,0.21457,-0.68426,0.017826,0.13721,0.12052,-0.48885,0.033723,0.011637,b
0.0078433,0.10351,-0.87922,0.002362,0.017723,0.04279,-0.85537,0.0039166,0.0020642,c
0.14491,0.4134,-0.48831,0.04562,0.35117,0.33299,-0.36226,0.13522,0.065066,d
0.016031,0.13601,-0.73905,0.0017023,0.021188,0.10225,-0.69047,0.0035364,0.0079505,c
0.058967,0.22174,-0.58681,0.0062261,0.072266,0.18603,-0.57997,0.016283,0.04683,c
0.0071548,0.092125,-0.64512,0.001604,0.023376,0.060943,-0.6527,0.0037033,0.0031735,d
0.079973,0.26855,-0.74984,0.017876,0.096801,0.23621,-0.58849,0.025519,0.059131,b
0.11769,0.36009,-0.5619,0.039714,0.18685,0.28318,-0.46005,0.05142,0.061462,c
0.36046,0.61765,-0.59081,0.062112,0.28098,0.4281,-0.40847,0.095481,0.20524,d
0.012231,0.11742,-0.70677,0.0072559,0.050833,0.085541,-0.65186,0.01353,0.0060941,d
0.047434,0.25151,-0.58064,0.052038,0.2249,0.18963,-0.42647,0.063816,0.015991,d
0.12893,0.34286,-0.65759,0.016572,0.12312,0.32424,-0.48308,0.029361,0.093541,d
0.022896,0.16637,-0.6231,0.0071173,0.066436,0.11322,-0.55675,0.013811,0.0095778,d
0.21335,0.45156,-0.49507,0.093372,0.3591,0.41419,-0.39558,0.14341,0.14287,d
0.10786,0.2829,-0.56747,0.030056,0.19654,0.3169,-0.42117,0.05288,0.095267,d
0.073559,0.30925,-0.55872,0.021549,0.16022,0.18499,-0.43667,0.039762,0.0244,d
0.016924,0.13783,-0.59071,0.0085167,0.062727,0.10873,-0.618,0.013809,0.0092065,d
0.052238,0.23822,-0.57407,0.022513,0.17793,0.19873,-0.44452,0.048937,0.029463,d
0.012641,0.11291,-0.61562,0.0089033,0.07008,0.084674,-0.58646,0.014376,0.0082804,c
0.0087275,0.11255,-0.84016,0.0080909,0.044324,0.065808,-0.73937,0.0095907,0.0019871,c
0.072706,0.291,-0.5227,0.025925,0.20067,0.21915,-0.44117,0.05326,0.034516,c
0.01152,0.12391,-0.69161,0.0059387,0.04564,0.078738,-0.66391,0.0099132,0.0034136,c
0.06075,0.25436,-0.6337,0.010877,0.097221,0.22771,-0.53702,0.022102,0.033966,d
0.16799,0.44029,-0.43418,0.10298,0.42143,0.29656,-0.36036,0.1701,0.089742,d
0.026123,0.18115,-0.63746,0.030903,0.1463,0.11762,-0.56767,0.062788,0.0097401,d
0.069597,0.29676,-0.61606,0.013587,0.11931,0.19647,-0.48665,0.028338,0.03044,d
0.15716,0.37677,-0.65665,0.049551,0.21854,0.32652,-0.43702,0.063365,0.11332,b
0.096589,0.35953,-0.47843,0.15169,0.44559,0.22604,-0.37679,0.20204,0.028182,d
0.098288,0.34573,-0.56866,0.019613,0.13983,0.26985,-0.47809,0.03807,0.040069,c
0.034225,0.2022,-0.56268,0.019919,0.15918,0.1281,-0.51885,0.046678,0.015517,d
0.020212,0.15971,-0.56422,0.012446,0.10866,0.099409,-0.50238,0.024204,0.0077911,c
0.10257,0.36207,-0.54579,0.040878,0.25531,0.24215,-0.39621,0.076197,0.037584,d
0.015567,0.13841,-0.59541,0.0026404,0.038683,0.095379,-0.60226,0.0066335,0.0061845,c
0.20039,0.50775,-0.54148,0.072284,0.32527,0.34507,-0.38596,0.10792,0.068614,d
0.11067,0.36935,-0.53665,0.053665,0.29112,0.27369,-0.38112,0.091034,0.043296,d
