Xaux_1,Xaux_2,Xaux_3,Xaux_4,Xaux_5,Xaux_6,Xaux_7,Xaux_8,Xaux_9,Var2
0.14627,0.4158,-0.44752,0.086145,0.37402,0.29615,-0.40154,0.13533,0.066522,d
0.090192,0.32547,-0.53312,0.083852,0.35257,0.22794,-0.38882,0.12335,0.040512,d
0.050421,0.22893,-0.59878,0.0070913,0.072455,0.1994,-0.54152,0.014868,0.029524,d
0.028419,0.18258,-0.52305,0.011515,0.12324,0.12576,-0.52124,0.027892,0.012808,d
0.39644,0.61819,-0.52523,0.066488,0.29915,0.49584,-0.39135,0.10259,0.28201,d
0.086139,0.32129,-0.52629,0.056577,0.23678,0.20373,-0.45604,0.078508,0.037961,c
0.085182,0.26412,-0.57944,0.013873,0.1185,0.21241,-0.5139,0.028881,0.068522,c
0.012664,0.1166,-0.66553,0.0068566,0.052724,0.10254,-0.59113,0.010338,0.0075184,c
0.01014,0.11366,-0.66624,0.0029667,0.039466,0.073872,-0.60874,0.007272,0.0037284,c
0.065852,0.24842,-0.67172,0.012583,0.10878,0.2417,-0.56588,0.02807,0.046706,b
0.185,0.50562,-0.42746,0.1957,0.48393,0.28334,-0.34051,0.27691,0.070041,d
0.33059,0.53582,-0.54854,0.10252,0.36856,0.48775,-0.36185,0.12768,0.25051,d
0.15471,0.42958,-0.48618,0.33827,0.56847,0.31272,-0.30824,0.41888,0.071885,d
0.077687,0.31073,-0.58556,0.013309,0.11123,0.21639,-0.48921,0.024568,0.030467,c
0.30555,0.56118,-0.60546,0.075261,0.31336,0.45247,-0.39588,0.11161,0.18239,d
0.33934,0.58195,-0.60831,0.084412,0.30197,0.5482,-0.41525,0.10852,0.21293,b
0.56996,0.49488,-0.64219,0.04429,0.23871,0.70934,-0.42597,0.066424,0.68237,d
0.15139,0.4111,-0.54275,0.064631,0.32159,0.32276,-0.38631,0.11244,0.079589,d
0.14287,0.39178,-0.4747,0.34751,0.68164,0.22453,-0.26384,0.40168,0.083651,d
0.046269,0.22713,-0.56718,0.016614,0.11834,0.16995,-0.51828,0.030134,0.023533,d
0.13789,0.42015,-0.72512,0.062784,0.22003,0.21244,-0.51558,0.10207,0.049571,b
0.038594,0.22113,-0.82412,0.044341,0.11589,0.11649,-0.66677,0.057775,0.013775,b
0.079683,0.31226,-0.79629,0.075427,0.23857,0.17413,-0.59787,0.13807,0.032773,b
0.25995,0.55751,-0.6857,0.078889,0.27033,0.39912,-0.48525,0.11262,0.11127,b
0.21816,0.45752,-0.58998,0.090778,0.30393,0.39026,-0.39831,0.11612,0.1475,d
0.10027,0.31971,-0.61207,0.027685,0.18033,0.28641,-0.45461,0.046702,0.060577,d
0.12616,0.3781,-0.60124,0.028304,0.20937,0.28929,-0.46508,0.060948,0.063615,d
0.041914,0.20885,-0.6023,0.0070919,0.084851,0.17264,-0.53193,0.017646,0.024743,d
0.16499,0.41662,-0.65499,0.040964,0.27234,0.37895,-0.4005,0.092019,0.094458,d
0.12376,0.38995,-0.59568,0.024315,0.14816,0.26083,-0.52243,0.044398,0.049289,c
0.12797,0.40607,-0.68411,0.011153,0.12663,0.28771,-0.52962,0.032105,0.043285,b
0.13292,0.37278,-0.50454,0.061393,0.32164,0.32317,-0.38269,0.10443,0.076905,d
0.018733,0.13746,-0.62945,0.0044239,0.049627,0.10086,-0.62461,0.0097909,0.011603,c
0.033806,0.19388,-0.70403,0.0046761,0.054258,0.15502,-0.57626,0.010399,0.017428,d
0.017347,0.15106,-0.65761,0.0051264,0.064011,0.10756,-0.54715,0.01247,0.0054433,c
0.11485,0.35033,-0.72954,0.026492,0.14984,0.26045,-0.47735,0.039078,0.064909,b
0.12301,0.3987,-0.62868,0.034058,0.18949,0.25794,-0.46938,0.05716,0.050861,b
0.054704,0.27288,-0.53385,0.079285,0.31195,0.1369,-0.41482,0.11212,0.014368,d
0.040819,0.25085,-0.55678,0.032246,0.20453,0.12884,-0.45521,0.055895,0.0063687,d
0.030373,0.20403,-0.58456,0.017982,0.14286,0.12174,-0.47299,0.033799,0.0090226,c
0.014022,0.11467,-0.932,0.00033875,0.010041,0.060427,-0.91196,0.0019082,0.0096187,c
0.075851,0.32873,-0.81298,0.063532,0.14663,0.13905,-0.75689,0.1224,0.021722,b
0.030376,0.17076,-0.66079,0.0083688,0.064767,0.16286,-0.57788,0.012758,0.020697,d
0.14085,0.42155,-0.53132,0.072195,0.30756,0.31679,-0.39108,0.16092,0.050998,d
0.27887,0.51864,-0.44871,0.17009,0.47671,0.47285,-0.35894,0.24818,0.18451,d
0.1573,0.44572,-0.60714,0.078169,0.28478,0.29966,-0.46284,0.11951,0.057081,b
0.033226,0.20284,-0.6208,0.011951,0.095819,0.15839,-0.53651,0.021214,0.014336,c
0.10168,0.32426,-0.6084,0.01151,0.10711,0.28757,-0.51908,0.023479,0.062101,d
0.1215,0.33849,-0.72288,0.024112,0.16761,0.28823,-0.46996,0.045507,0.083004,b
0.40596,0.70893,-0.45252,0.2401,0.57218,0.50753,-0.29325,0.35998,0.15702,d
0.036759,0.23302,-0.52959,0.018245,0.15809,0.12443,-0.46782,0.041222,0.0076122,c
0.054685,0.26459,-0.51425,0.053138,0.2392,0.17047,-0.42826,0.074826,0.022582,c
0.060333,0.2777,-0.57519,0.040358,0.20632,0.19951,-0.4642,0.058685,0.021342,c
0.026487,0.20298,-0.83674,0.052135,0.088937,0.068133,-0.84585,0.11861,0.0050938,b
0.44862,0.73847,-0.65234,0.16655,0.31548,0.44932,-0.49315,0.2444,0.18314,b
0.24115,0.56067,-0.5281,0.13127,0.4517,0.38912,-0.34178,0.19237,0.077293,d
0.008095,0.10774,-0.7385,0.0014394,0.017708,0.07007,-0.67078,0.0026543,0.0017698,c
0.032241,0.20272,-0.7031,0.004077,0.049339,0.11369,-0.61165,0.0094037,0.011825,d
0.06501,0.25717,-0.71233,0.024946,0.13144,0.22313,-0.51987,0.035101,0.039969,b
0.045084,0.22231,-0.61789,0.017632,0.12788,0.17114,-0.48096,0.02968,0.023792,d
0.34124,0.64321,-0.57424,0.070243,0.2825,0.47081,-0.42908,0.093082,0.14118,d
0.31507,0.60006,-0.55695,0.065966,0.37579,0.43243,-0.38019,0.14681,0.16075,d
0.0088022,0.099004,-0.7193,0.00085251,0.017146,0.067043,-0.65296,0.0024797,0.0044896,c
0.54533,0.78884,-0.45967,0.19231,0.62833,0.5972,-0.30418,0.32023,0.26314,d
0.13078,0.41851,-0.45823,0.063264,0.41783,0.30261,-0.35068,0.16485,0.042609,d
0.02975,0.2051,-0.54345,0.031824,0.22916,0.13264,-0.43294,0.070332,0.0074336,d
0.061296,0.2778,-0.52866,0.010818,0.11657,0.20925,-0.49983,0.027208,0.022358,d
0.070918,0.28335,-0.56137,0.022294,0.12989,0.22985,-0.54606,0.034527,0.035409,d
0.1247,0.42086,-0.5193,0.034285,0.24062,0.25824,-0.4154,0.071271,0.030232,d
0.1162,0.36998,-0.49704,0.063359,0.33141,0.25649,-0.43873,0.14369,0.051779,d
0.078268,0.2855,-0.57553,0.026322,0.18161,0.24892,-0.45172,0.04756,0.048099,d
0.15947,0.40901,-0.53817,0.082545,0.38741,0.34522,-0.35482,0.13157,0.094534,d
0.13149,0.34565,-0.69992,0.017241,0.1315,0.2919,-0.52153,0.037495,0.094017,b
0.06275,0.27807,-0.5089,0.063757,0.31859,0.18082,-0.37242,0.10553,0.024801,d
0.16726,0.40655,-0.52099,0.12562,0.43522,0.31453,-0.35611,0.19111,0.10631,d
0.27724,0.57247,-0.55913,0.061164,0.29463,0.44325,-0.40803,0.10681,0.12264,d
0.0481,0.22579,-0.57469,0.016423,0.11218,0.16284,-0.49496,0.025712,0.027304,d
0.037424,0.2203,-0.49801,0.021243,0.17294,0.12672,-0.43762,0.042906,0.013418,d
0.050697,0.22687,-0.55544,0.017843,0.11092,0.17421,-0.53273,0.0249,0.030993,d
0.08607,0.30832,-0.60217,0.087995,0.29526,0.19553,-0.38913,0.099579,0.044681,b
0.38529,0.65206,-0.72472,0.12459,0.32018,0.50839,-0.46767,0.17376,0.20439,b
0.046822,0.23458,-0.58572,0.019048,0.17419,0.16252,-0.4668,0.04664,0.021053,d
0.11917,0.33753,-0.55636,0.047313,0.25931,0.27394,-0.41644,0.078931,0.079545,d
0.12855,0.37944,-0.49078,0.0933,0.33729,0.27183,-0.36805,0.13367,0.064765,d
0.14237,0.4278,-0.67575,0.039515,0.20184,0.30217,-0.52305,0.063164,0.05381,b
0.46854,0.51307,-0.61501,0.074723,0.32401,0.634,-0.39015,0.10753,0.49752,d
0.16111,0.4513,-0.56141,0.050905,0.24919,0.29462,-0.4384,0.078173,0.060326,d
0.058364,0.24589,-0.61675,0.0056396,0.065882,0.20559,-0.57051,0.013396,0.034408,d
0.057149,0.2784,-0.65982,0.023155,0.16628,0.15481,-0.55247,0.069869,0.019212,b
0.29784,0.54438,-0.44505,0.14029,0.47737,0.43359,-0.35326,0.22791,0.18767,d
0.21849,0.43611,-0.70576,0.050548,0.18494,0.40436,-0.53341,0.067361,0.16725,b
0.15206,0.3813,-0.76544,0.024566,0.12147,0.27699,-0.6476,0.03994,0.10286,b
0.044972,0.20022,-0.54605,0.016946,0.12214,0.18215,-0.48428,0.027733,0.032918,c
0.0261,0.18691,-0.57756,0.011503,0.084849,0.12093,-0.53395,0.017653,0.0078557,d
0.11974,0.38002,-0.48212,0.076217,0.3678,0.2212,-0.39884,0.14463,0.05008,d
0.046314,0.24689,-0.65045,0.014446,0.098385,0.14909,-0.5143,0.022358,0.014442,c
0.035236,0.20353,-0.7689,0.010369,0.068269,0.12536,-0.60735,0.015335,0.015802,b
0.11338,0.37823,-0.48751,0.063595,0.26442,0.22539,-0.40411,0.082343,0.041602,c
0.15607,0.43118,-0.53389,0.10614,0.35603,0.29811,-0.35954,0.12311,0.068586,d
0.0082186,0.10502,-0.85476,0.00058937,0.0095129,0.054076,-0.87122,0.0016306,0.0024403,c
0.071416,0.31411,-0.54841,0.088348,0.39086,0.21189,-0.34956,0.13834,0.017555,d
0.094242,0.31473,-0.46196,0.23426,0.56922,0.25824,-0.33848,0.30507,0.055594,d
0.25214,0.42863,-0.57454,0.049903,0.2695,0.47575,-0.37651,0.077792,0.22835,d
0.033101,0.19648,-0.53812,0.017007,0.15122,0.13331,-0.47749,0.036877,0.016397,d
0.025892,0.17765,-0.6765,0.015705,0.10119,0.11202,-0.55073,0.024994,0.010637,c
0.071112,0.28303,-0.55092,0.028318,0.15235,0.18951,-0.49097,0.039888,0.035449,c
0.12028,0.43193,-0.49432,0.19085,0.53971,0.21829,-0.32388,0.24102,0.038755,d
0.01808,0.13217,-0.66505,0.006027,0.0526,0.11546,-0.62138,0.010017,0.011979,d
0.071181,0.29854,-0.58219,0.020215,0.15649,0.21541,-0.45294,0.038715,0.026683,d
0.0063359,0.084457,-0.60231,0.004226,0.042373,0.058194,-0.62065,0.0076962,0.0031986,d
0.23376,0.4841,-0.69933,0.030777,0.19675,0.47659,-0.43934,0.053856,0.14537,b
0.11469,0.38597,-0.56304,0.076486,0.35676,0.28234,-0.37435,0.12036,0.042717,d
0.059774,0.23276,-0.60197,0.010775,0.10014,0.21667,-0.54265,0.022427,0.044465,d
0.087415,0.35602,-0.48342,0.079818,0.33087,0.22286,-0.36078,0.10806,0.019115,d
0.19478,0.44557,-0.59796,0.085683,0.30923,0.3057,-0.46365,0.16863,0.11811,c
0.025091,0.14404,-0.63829,0.0057224,0.054502,0.14019,-0.60029,0.011046,0.020027,c
0.0124,0.12893,-0.7394,0.0018431,0.026935,0.094454,-0.64461,0.0044084,0.0035141,d
0.019713,0.1428,-0.68475,0.0021152,0.03016,0.11983,-0.66016,0.0053457,0.011853,c
0.019404,0.16358,-0.65838,0.014595,0.10658,0.10794,-0.511,0.023912,0.0062226,d
0.16059,0.45883,-0.52502,0.076707,0.33577,0.29372,-0.38495,0.11573,0.051985,d
0.52227,0.56623,-0.58656,0.035373,0.21074,0.64344,-0.45576,0.061007,0.52704,d
0.11837,0.40811,-0.4738,0.10209,0.49006,0.25641,-0.32512,0.20419,0.03617,d
0.04491,0.22895,-0.67314,0.0073374,0.081215,0.17477,-0.53265,0.017634,0.020708,c
0.058741,0.26314,-0.52637,0.02436,0.16418,0.21717,-0.45505,0.045098,0.026672,c
0.082274,0.35313,-0.48367,0.10448,0.39278,0.19,-0.34894,0.15028,0.013828,d
0.30155,0.57703,-0.56178,0.16717,0.4589,0.38485,-0.35521,0.19671,0.15938,b
0.016342,0.14036,-0.62465,0.0088125,0.079372,0.10891,-0.54844,0.016224,0.0072775,d
0.071984,0.2716,-0.56823,0.011132,0.10887,0.22884,-0.49452,0.025082,0.043797,c
0.037243,0.19132,-0.57919,0.015659,0.11714,0.17117,-0.50856,0.028446,0.023945,c
0.054793,0.24699,-0.59526,0.0046159,0.059401,0.20557,-0.5606,0.011165,0.028342,d
0.11685,0.33442,-0.52934,0.038341,0.22168,0.26918,-0.43479,0.066884,0.077855,d
0.073411,0.27077,-0.57181,0.041444,0.24099,0.21323,-0.44428,0.069063,0.045994,d
0.038625,0.21075,-0.60794,0.0056365,0.067229,0.17157,-0.56912,0.013161,0.018352,d
0.032414,0.19638,-0.57544,0.015741,0.10921,0.14956,-0.51804,0.025791,0.014105,c
0.19025,0.46573,-0.51503,0.048457,0.32259,0.35972,-0.38064,0.10846,0.093539,d
0.11127,0.35136,-0.70076,0.035097,0.16713,0.29305,-0.5269,0.046748,0.057793,b
0.54745,0.80021,-0.6029,0.28302,0.42405,0.55395,-0.37307,0.38952,0.25601,b
0.34147,0.63656,-0.51686,0.08453,0.39299,0.44969,-0.34943,0.14459,0.15237,d
0.0061134,0.080651,-0.6848,0.0038567,0.041317,0.063821,-0.59966,0.0075115,0.0035254,d
0.11898,0.40454,-0.4343,0.20741,0.5778,0.26128,-0.30528,0.32367,0.032379,d
0.075447,0.28749,-0.6238,0.023528,0.14432,0.20209,-0.47639,0.035573,0.039896,d
0.071409,0.26568,-0.54912,0.037027,0.17484,0.21022,-0.49405,0.059276,0.045667,c
0.01141,0.10301,-0.63682,0.0052597,0.055139,0.089692,-0.58205,0.010518,0.0079304,c
0.017403,0.12014,-0.70277,0.0049495,0.043989,0.11207,-0.59076,0.0079924,0.013818,d
0.11308,0.34822,-0.52378,0.047549,0.24521,0.27312,-0.40453,0.070219,0.062343,d
0.28634,0.60908,-0.64152,0.12369,0.3765,0.32804,-0.41303,0.16828,0.096397,b
0.047347,0.23992,-0.5645,0.024512,0.16445,0.17765,-0.46903,0.042175,0.019315,d
0.16037,0.42921,-0.60203,0.05737,0.23118,0.3207,-0.42326,0.070418,0.076253,d
0.30405,0.54855,-0.55458,0.10054,0.37929,0.52707,-0.40244,0.15782,0.19619,b
0.25449,0.53443,-0.52879,0.057599,0.27797,0.42658,-0.43618,0.099703,0.13548,d
0.056269,0.26573,-0.72008,0.015847,0.11566,0.19178,-0.5161,0.029011,0.020774,b
0.064815,0.29242,-0.56408,0.025452,0.15971,0.18098,-0.47875,0.042727,0.02018,d
0.02958,0.20012,-0.52523,0.024162,0.19881,0.12249,-0.43938,0.055462,0.0095158,d
0.1843,0.45169,-0.52081,0.058842,0.27945,0.35121,-0.39564,0.088987,0.095477,d
0.24058,0.48261,-0.52667,0.12346,0.4875,0.42889,-0.32405,0.20606,0.15955,d
0.03623,0.21539,-0.55004,0.022482,0.15593,0.15,-0.45169,0.037326,0.012436,d
0.042994,0.21795,-0.58116,0.0090801,0.093998,0.17978,-0.54371,0.020525,0.023525,d
0.12618,0.4021,-0.52408,0.055955,0.31349,0.28329,-0.37044,0.10164,0.054813,d
0.12682,0.39804,-0.64468,0.030548,0.17205,0.26839,-0.47201,0.051017,0.047524,b
0.0083678,0.097671,-0.72143,0.0030169,0.031181,0.070664,-0.67622,0.0053106,0.0040484,c
0.094031,0.31877,-0.61379,0.01018,0.1097,0.24001,-0.52865,0.027444,0.05169,d
0.19361,0.50862,-0.46268,0.077169,0.33657,0.35326,-0.36992,0.13795,0.070072,d
0.18682,0.44857,-0.57368,0.094502,0.37311,0.40244,-0.36454,0.13489,0.10461,d
0.04516,0.23858,-0.55097,0.023264,0.17724,0.17233,-0.45104,0.047644,0.01652,d
0.32763,0.54665,-0.69561,0.036512,0.2509,0.54235,-0.42491,0.080703,0.23543,b
0.037838,0.22599,-0.64497,0.0080445,0.074087,0.15298,-0.53702,0.014712,0.011444,c
0.057484,0.26769,-0.48047,0.091516,0.33885,0.1717,-0.36678,0.11822,0.02188,d
0.13391,0.32624,-0.7572,0.016611,0.086066,0.29663,-0.61607,0.027659,0.11093,b
0.026778,0.18333,-0.75033,0.030539,0.10858,0.11591,-0.64563,0.05061,0.01093,b
0.28444,0.53468,-0.52054,0.091209,0.32863,0.45238,-0.39198,0.1213,0.17899,d
0.15638,0.3823,-0.6443,0.025105,0.16332,0.33213,-0.50854,0.040477,0.10851,d
0.11646,0.36784,-0.64837,0.069066,0.29197,0.29634,-0.38995,0.098836,0.057302,b
0.077679,0.31381,-0.53152,0.054201,0.27126,0.23041,-0.39035,0.080547,0.028157,d
0.27141,0.59572,-0.47626,0.067293,0.33172,0.43142,-0.40317,0.12642,0.095241,d
0.023512,0.16856,-0.58413,0.0054044,0.065627,0.14089,-0.56753,0.012946,0.01004,c
0.045448,0.24054,-0.53761,0.026817,0.18221,0.18032,-0.4167,0.044713,0.018152,c
0.061446,0.2804,-0.58505,0.019658,0.14839,0.2069,-0.46812,0.036673,0.021982,c
0.011276,0.11882,-0.63744,0.0026475,0.041921,0.092121,-0.60263,0.0075433,0.0047503,d
0.018857,0.13256,-0.64075,0.0046519,0.052834,0.13113,-0.63027,0.010119,0.013393,d
0.23123,0.49899,-0.55154,0.086343,0.36021,0.44304,-0.35273,0.13327,0.13573,b
0.024296,0.16682,-0.61751,0.0069326,0.084557,0.13974,-0.53004,0.017875,0.011847,d
0.10274,0.36683,-0.58352,0.032567,0.21413,0.24456,-0.44387,0.058943,0.0342,d
0.0084855,0.1056,-0.70138,0.0051903,0.048708,0.069107,-0.5816,0.0090863,0.0026321,d
0.031899,0.19329,-0.60687,0.010032,0.088923,0.15879,-0.50651,0.018309,0.015631,c
0.037929,0.22384,-0.57047,0.011344,0.096492,0.16266,-0.52284,0.021483,0.012005,d
0.21443,0.45602,-0.53904,0.033772,0.25802,0.38736,-0.39178,0.071238,0.14127,d
0.071403,0.29865,-0.53781,0.025897,0.17535,0.22482,-0.48279,0.04715,0.026862,d
0.1618,0.44821,-0.54085,0.094766,0.32572,0.29849,-0.4036,0.14318,0.062166,d
0.10206,0.33608,-0.59837,0.010678,0.080155,0.28691,-0.58288,0.01714,0.057875,b
0.0020661,0.045343,-0.81789,0.000706,0.0095587,0.031265,-0.86962,0.0017776,0.0013146,c
0.014208,0.13297,-0.62372,0.0074857,0.069818,0.096655,-0.51968,0.013296,0.0058663,c
0.21484,0.53025,-0.41657,0.079756,0.44127,0.33378,-0.32766,0.17616,0.067711,d
0.087131,0.26196,-0.74761,0.014237,0.091472,0.23173,-0.57139,0.019444,0.07305,b
0.061711,0.27212,-0.54024,0.07786,0.29636,0.19657,-0.42793,0.11082,0.02621,d
0.099212,0.3322,-0.56365,0.017139,0.12771,0.265,-0.49857,0.032007,0.053032,c
0.02711,0.18976,-0.54389,0.0055557,0.064178,0.12646,-0.54038,0.012003,0.0080467,d
0.19754,0.52293,-0.44123,0.10864,0.47639,0.32486,-0.35344,0.19414,0.049529,d
0.021345,0.16592,-0.63377,0.018959,0.11379,0.10808,-0.4825,0.024886,0.0078283,d
0.036026,0.21172,-0.55028,0.017782,0.14953,0.15353,-0.48789,0.039103,0.013784,c
0.22967,0.5182,-0.57855,0.10068,0.36439,0.36721,-0.35492,0.13275,0.10657,b
0.043815,0.22365,-0.6092,0.023549,0.14884,0.14605,-0.56248,0.039549,0.021936,d
0.092034,0.32843,-0.68874,0.039603,0.15572,0.22824,-0.57708,0.061817,0.042296,b
0.067617,0.24221,-0.61508,0.026836,0.15849,0.22279,-0.46794,0.040259,0.051412,d
0.13064,0.39749,-0.60476,0.037777,0.1851,0.29172,-0.4748,0.05507,0.054465,b
0.24776,0.50516,-0.62771,0.017619,0.1312,0.45517,-0.50731,0.032866,0.1508,b
0.13876,0.35755,-0.67687,0.025879,0.1433,0.32634,-0.49388,0.035922,0.097578,b
0.084432,0.33778,-0.70962,0.092815,0.1146,0.090947,-0.67581,0.21117,0.023013,b
0.25057,0.50244,-0.54023,0.075008,0.40252,0.39337,-0.37625,0.1474,0.15615,d
0.19171,0.44874,-0.581,0.061369,0.276,0.32701,-0.406,0.086974,0.1121,d
0.12274,0.39659,-0.48774,0.090545,0.3598,0.26121,-0.39063,0.15252,0.042625,d
0.12556,0.39409,-0.60673,0.048742,0.22091,0.28674,-0.4523,0.067921,0.049127,d
0.17711,0.4062,-0.62374,0.034313,0.20372,0.38606,-0.43659,0.058657,0.1229,d
0.039854,0.20929,-0.61614,0.0088536,0.069498,0.15465,-0.57165,0.0163,0.021141,c
0.22954,0.50575,-0.44288,0.054096,0.36905,0.42352,-0.36031,0.14726,0.1179,d
0.10272,0.35698,-0.49373,0.056279,0.32532,0.27069,-0.36464,0.10057,0.039408,d
0.0058948,0.076582,-0.75232,0.0022871,0.022375,0.061393,-0.65776,0.0034534,0.003986,d
0.053342,0.26245,-0.71901,0.010723,0.087497,0.14853,-0.60713,0.022565,0.019298,b
0.2883,0.56667,-0.5465,0.092642,0.38785,0.47802,-0.3611,0.13182,0.15205,d
0.14836,0.44222,-0.47452,0.19146,0.53924,0.27022,-0.31936,0.24382,0.045587,d
0.036906,0.21449,-0.58903,0.0161,0.15963,0.15956,-0.46342,0.041246,0.014488,d
0.13389,0.39269,-0.42248,0.14157,0.4533,0.26386,-0.36375,0.22464,0.063333,d
0.52348,0.46917,-0.64692,0.047944,0.24073,0.77742,-0.43681,0.069684,0.62939,d
0.08961,0.28835,-0.58722,0.0090264,0.082379,0.25169,-0.52957,0.017043,0.062739,c
0.11362,0.35646,-0.60962,0.052905,0.23844,0.2686,-0.42548,0.078376,0.058373,b
0.040233,0.23092,-0.50597,0.033053,0.23426,0.14283,-0.4345,0.06381,0.01282,d
0.06077,0.27391,-0.59803,0.032743,0.2103,0.19835,-0.40706,0.054697,0.023743,d
0.043761,0.22382,-0.79095,0.011666,0.075917,0.13236,-0.58081,0.016253,0.021132,b
0.092892,0.32609,-0.61487,0.036304,0.20777,0.23853,-0.45094,0.058848,0.044581,d
0.11094,0.33312,-0.54072,0.015781,0.14128,0.30812,-0.46369,0.032807,0.071927,c
0.13023,0.40233,-0.55819,0.073107,0.32639,0.29356,-0.38772,0.1116,0.051963,d
0.17593,0.45476,-0.49303,0.22638,0.58865,0.32517,-0.32202,0.28459,0.078931,d
0.37854,0.5999,-0.62695,0.021418,0.15924,0.6345,-0.45927,0.039658,0.25851,d
0.42244,0.70509,-0.59364,0.14011,0.44439,0.51457,-0.37976,0.23498,0.18991,b
0.27221,0.59704,-0.50032,0.060237,0.31682,0.39353,-0.42985,0.10849,0.091382,d
0.13998,0.3841,-0.68681,0.054822,0.23926,0.29173,-0.48215,0.086524,0.079726,b
0.015105,0.1269,-0.81867,0.0049978,0.039758,0.066557,-0.76444,0.010989,0.0084427,c
0.077802,0.32881,-0.63277,0.016371,0.093378,0.15946,-0.54845,0.026231,0.019933,d
0.10357,0.37524,-0.57205,0.045341,0.25491,0.23626,-0.40661,0.077884,0.030948,d
0.022125,0.17497,-0.71748,0.0095984,0.069231,0.097932,-0.62981,0.017256,0.0060174,b
0.19067,0.49114,-0.65892,0.042352,0.2095,0.37766,-0.4515,0.065588,0.068861,b
0.023683,0.16128,-0.56438,0.019582,0.11639,0.121,-0.5079,0.026894,0.013307,c
0.35358,0.5303,-0.59408,0.06744,0.28144,0.54884,-0.40461,0.089263,0.29412,d
0.25044,0.53087,-0.54243,0.046735,0.26049,0.41722,-0.44369,0.088121,0.12544,d
0.052421,0.22936,-0.67081,0.016065,0.11269,0.18799,-0.56484,0.029312,0.032883,c
0.056422,0.24155,-0.6181,0.0093502,0.093292,0.18904,-0.50515,0.020484,0.033395,d
0.013689,0.12617,-0.64974,0.0086962,0.061948,0.098448,-0.54267,0.011812,0.0077444,c
0.04654,0.20408,-0.6293,0.011833,0.10068,0.183,-0.49135,0.021091,0.033995,c
0.25622,0.50575,-0.56153,0.13182,0.42596,0.47373,-0.35679,0.17899,0.16815,d
0.26741,0.49964,-0.44725,0.037736,0.23355,0.48154,-0.44885,0.091522,0.18779,d
0.012943,0.11812,-0.5925,0.0053084,0.053005,0.078734,-0.58412,0.0097468,0.0070636,d
0.076248,0.30258,-0.53926,0.045092,0.25865,0.19752,-0.42187,0.081381,0.033618,d
0.04032,0.2144,-0.50324,0.026221,0.19596,0.15945,-0.43538,0.056686,0.019651,d
0.29643,0.5955,-0.4958,0.12315,0.38881,0.36549,-0.3394,0.21489,0.13396,d
0.067007,0.30798,-0.71373,0.046058,0.17103,0.18847,-0.50306,0.078832,0.015548,b
0.095347,0.33313,-0.5344,0.018696,0.13764,0.2494,-0.48442,0.033181,0.043874,d
0.17147,0.4315,-0.48662,0.10736,0.44163,0.31096,-0.34141,0.18943,0.092205,d
0.020192,0.15711,-0.62092,0.021108,0.12537,0.099419,-0.54548,0.035767,0.0082765,d
0.062371,0.25789,-0.51564,0.038984,0.27665,0.1903,-0.40911,0.085519,0.034785,d
0.17023,0.46285,-0.47937,0.083898,0.45329,0.27339,-0.32554,0.1792,0.062197,d
0.045809,0.23787,-0.46369,0.031602,0.18516,0.16145,-0.4549,0.049477,0.018672,d
0.019342,0.16289,-0.63331,0.010399,0.079934,0.093857,-0.58361,0.01763,0.0053053,c
0.1255,0.3395,-0.55688,0.050989,0.25629,0.2936,-0.44784,0.079131,0.089788,d
0.0065947,0.092581,-0.65353,0.004912,0.04059,0.056386,-0.5919,0.0071786,0.0021775,d
0.093644,0.32556,-0.51196,0.064428,0.30948,0.22641,-0.4024,0.10075,0.046788,d
0.067902,0.29349,-0.73665,0.070142,0.19523,0.16856,-0.56352,0.10589,0.026059,b
0.20034,0.47341,-0.63646,0.046601,0.25804,0.40172,-0.44627,0.082689,0.10247,b
0.17589,0.44767,-0.553,0.083675,0.30453,0.31365,-0.42994,0.12916,0.085187,d
0.046262,0.2453,-0.59526,0.0081553,0.084136,0.15474,-0.54695,0.018234,0.015105,d
0.12119,0.41575,-0.5689,0.038506,0.2069,0.21517,-0.46408,0.063498,0.023996,d
0.11084,0.35459,-0.69145,0.031059,0.18056,0.23668,-0.48961,0.058139,0.054525,b
0.29935,0.47922,-0.62658,0.14172,0.41254,0.43002,-0.3513,0.17541,0.25628,b
0.35778,0.59941,-0.68025,0.036218,0.19914,0.56343,-0.47749,0.058431,0.2216,b
0.10065,0.34741,-0.52849,0.029817,0.21926,0.24502,-0.43831,0.075293,0.043889,c
0.23987,0.52313,-0.73242,0.10282,0.29441,0.37216,-0.47009,0.14447,0.11637,b
0.12243,0.30097,-0.60271,0.034919,0.23761,0.34007,-0.40392,0.065761,0.10954,d
0.13043,0.39437,-0.55404,0.070747,0.32961,0.30156,-0.35878,0.10793,0.05644,d
0.11697,0.37669,-0.46491,0.10994,0.51718,0.21682,-0.31829,0.2341,0.048788,d
0.16145,0.46361,-0.71854,0.036621,0.18056,0.26464,-0.5496,0.06788,0.050363,b
0.20205,0.37951,-0.61779,0.013749,0.095978,0.43586,-0.54859,0.022214,0.18596,d
0.015015,0.14886,-0.62687,0.0035908,0.048851,0.096432,-0.61004,0.00891,0.0029678,d
0.21258,0.52617,-0.59749,0.07987,0.32063,0.3726,-0.39583,0.14869,0.069507,d
0.44089,0.69574,-0.55707,0.19289,0.50063,0.54183,-0.32276,0.21256,0.23191,b
